file	product	site	LOG
temp_vcf4_6_4B.vcf	gene-ORF1ab	8799	Variant data at this site imply a negative proportion of G nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, G prop has set to 0; proceed with caution.
temp_vcf4_6_4B.vcf	gene-ORF1ab	8866	Variant data at this site imply a negative number of A nucleotides: -19. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
temp_vcf4_6_4B.vcf	gene-ORF1ab	8866	Variant data at this site imply a negative proportion of A nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, A prop has set to 0; proceed with caution.
temp_vcf4_6_4B.vcf	gene-ORF1ab	9110	Variant data at this site imply a negative number of A nucleotides: -14. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
temp_vcf4_6_4B.vcf	gene-ORF1ab	9110	Variant data at this site imply a negative proportion of A nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, A prop has set to 0; proceed with caution.
temp_vcf4_6_4B.vcf	gene-ORF1ab	9114	Variant data at this site imply a negative number of A nucleotides: -87. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
temp_vcf4_6_4B.vcf	gene-ORF1ab	9114	Variant data at this site imply a negative proportion of A nucleotides of -5. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, A prop has set to 0; proceed with caution.
N/A	gene-ORF1ab	13429	Mid-sequence STOP codon. Please check your annotations for: (1) incorrect frame; or (2) incorrect starting or ending coordinates. A premature STOP codon may also indicate a pseudogene, for which piN vs. piS analysis may not be appropriate.
temp_vcf4_6_4B.vcf	gene-ORF1ab	1710	No SNPs in >=1000 contiguous codons. If this was unexpected, you may need to specify Unix (\n) newline characters! See Troubleshooting
temp_vcf4_6_4B.vcf	gene-ORF1ab	8727	Nucleotide total does not equal 100.00% of coverage, but instead 199.96%. This should occur only when conflicting coverages have been reported
temp_vcf4_6_4B.vcf	gene-ORF1ab	8727	Nucleotide total does not equal 100.00% of coverage, but instead 199.96%. This should occur only when conflicting coverages have been reported
temp_vcf4_6_4B.vcf	gene-ORF1ab	8798	Nucleotide total does not equal 100.00% of coverage, but instead 200.00%. This should occur only when conflicting coverages have been reported
temp_vcf4_6_4B.vcf	gene-ORF1ab	8799	Nucleotide total does not equal 100.00% of coverage, but instead 200.00%. This should occur only when conflicting coverages have been reported
temp_vcf4_6_4B.vcf	gene-ORF1ab	8865	Nucleotide total does not equal 100.00% of coverage, but instead 200.00%. This should occur only when conflicting coverages have been reported
temp_vcf4_6_4B.vcf	gene-ORF1ab	8865	Nucleotide total does not equal 100.00% of coverage, but instead 200.00%. This should occur only when conflicting coverages have been reported
temp_vcf4_6_4B.vcf	gene-ORF1ab	9110	Nucleotide total does not equal 100.00% of coverage, but instead 200.00%. This should occur only when conflicting coverages have been reported
temp_vcf4_6_4B.vcf	gene-ORF1ab	9110	Nucleotide total does not equal 100.00% of coverage, but instead 200.00%. This should occur only when conflicting coverages have been reported
temp_vcf4_6_4B.vcf	gene-ORF1ab	9113	Nucleotide total does not equal 100.00% of coverage, but instead 600.00%. This should occur only when conflicting coverages have been reported
temp_vcf4_6_4B.vcf	gene-ORF1ab	9114	Nucleotide total does not equal 100.00% of coverage, but instead 600.00%. This should occur only when conflicting coverages have been reported
temp_vcf4_6_4B.vcf	gene-ORF1ab	10614	No SNPs in >=1000 contiguous codons. If this was unexpected, you may need to specify Unix (\n) newline characters! See Troubleshooting
temp_vcf4_6_4B.vcf	gene-S	24319	Variant data at this site imply a negative number of A nucleotides: -10. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
temp_vcf4_6_4B.vcf	gene-S	24319	Variant data at this site imply a negative proportion of A nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, A prop has set to 0; proceed with caution.
temp_vcf4_6_4B.vcf	gene-S	24317	Nucleotide total does not equal 100.00% of coverage, but instead 200.00%. This should occur only when conflicting coverages have been reported
NA	NA	NA	SNPGenie completed at local time Tue Nov 10 17:37:23 2020. The process took 166.00 secs, i.e., 2 mins and 46.00 secs
